AvgSpeed,Cool,Depart,Depth,DewPoint,Heat,ResultDir,ResultSpeed,SeaLevel,Station,StnPressure,Sunrise,Sunset,Tavg,Tmax,Tmin,WetBulb,Year,Month,Day
12.75,0.0,0.0,0.0,40.5,17.0,22.5,12.35,29.78,1.5,29.055,616.0,1656.0,48.0,53.0,43.0,44.5,2008,10,25
18.1,0.0,-1.0,0.0,33.0,18.5,27.0,17.35,29.805,1.5,29.135,617.0,1654.0,46.5,56.0,36.5,41.0,2008,10,26
14.15,0.0,-8.0,0.0,27.5,24.5,31.0,13.55,30.205,1.5,29.54,618.0,1653.0,40.5,47.0,33.5,35.0,2008,10,27
10.6,0.0,-9.0,0.0,23.0,26.5,30.0,10.2,30.3,1.5,29.57,619.0,1651.0,38.5,45.0,31.5,33.0,2008,10,28
6.15,0.0,-5.0,0.0,24.5,23.0,30.5,2.7,30.215,1.5,29.505,620.0,1650.0,42.0,51.0,32.5,34.5,2008,10,29
9.9,0.0,1.0,0.0,31.5,17.0,19.0,9.9,30.32,1.5,29.61,622.0,1649.0,48.0,62.5,32.5,41.0,2008,10,30
7.65,0.0,13.0,0.0,46.0,5.5,22.0,5.85,30.3,1.5,29.605,623.0,1647.0,59.5,70.5,48.5,51.0,2008,10,31
8.55,0.0,0.0,0.0,41.0,11.0,29.0,8.25,29.98,1.5,29.295,448.0,1849.0,54.0,61.0,47.0,47.5,2009,5,1
9.35,0.0,1.0,0.0,33.5,10.0,26.5,9.0,29.945,1.5,29.245,447.0,1850.0,55.0,65.5,44.5,45.5,2009,5,2
4.85,0.0,3.0,0.0,34.5,7.5,26.0,4.3,29.92,1.5,29.225,446.0,1851.0,57.5,70.0,44.0,47.5,2009,5,3
8.0,0.0,3.0,0.0,35.0,6.5,9.0,6.8,30.02,1.5,29.34,444.0,1852.0,58.5,70.0,46.0,47.5,2009,5,4
5.95,0.0,5.0,0.0,40.5,4.0,12.5,5.3,29.95,1.5,29.25,443.0,1853.0,61.0,70.5,51.5,50.5,2009,5,5
7.65,0.5,8.0,0.0,51.0,1.0,19.0,6.35,29.795,1.5,29.09,442.0,1855.0,64.5,75.0,53.5,55.5,2009,5,6
9.75,2.0,12.0,0.0,52.5,0.0,24.5,8.35,29.735,1.5,29.045,441.0,1856.0,67.0,77.0,56.0,57.5,2009,5,7
6.05,0.5,9.0,0.0,54.0,0.0,20.5,4.65,29.675,1.5,28.97,439.0,1857.0,65.5,75.5,55.0,58.5,2009,5,8
11.55,0.0,-1.0,0.0,44.0,10.0,28.5,5.75,29.87,1.5,29.225,438.0,1858.0,55.0,63.5,45.5,48.5,2009,5,9
8.7,0.0,-2.0,0.0,39.5,10.5,30.0,4.9,30.11,1.5,29.44,437.0,1859.0,54.5,67.0,41.5,46.5,2009,5,10
4.55,0.0,-7.0,0.0,34.5,14.5,7.5,1.4,30.2,1.5,29.5,436.0,1860.0,50.5,61.0,39.5,44.0,2009,5,11
9.55,0.0,-2.0,0.0,33.0,8.5,16.0,9.2,30.13,1.5,29.41,435.0,1901.0,56.5,71.5,41.5,47.0,2009,5,12
15.6,0.0,4.0,0.0,57.0,2.5,18.5,13.65,29.765,1.5,29.045,434.0,1902.0,62.5,70.5,53.5,59.0,2009,5,13
11.0,0.0,3.0,0.0,44.0,3.5,27.0,10.8,30.0,1.5,29.345,433.0,1903.0,61.5,68.5,54.0,52.5,2009,5,14
7.3,0.0,-1.0,0.0,51.5,7.0,15.5,5.2,29.995,1.5,29.31,432.0,1904.0,58.0,62.0,53.5,54.5,2009,5,15
12.45,0.0,-5.0,0.0,40.5,10.5,29.5,11.0,30.05,1.5,29.385,431.0,1905.0,54.5,62.0,46.0,49.5,2009,5,16
6.35,0.0,-8.0,0.0,27.5,14.5,21.0,1.75,30.32,1.5,29.635,430.0,1906.0,50.5,61.0,40.0,42.0,2009,5,17
9.7,0.0,-7.0,0.0,31.5,10.5,19.0,9.45,30.295,1.5,29.58,429.0,1907.0,54.5,66.5,42.5,45.0,2009,5,18
13.1,1.5,6.0,0.0,43.5,0.0,21.0,12.9,30.215,1.5,29.515,428.0,1908.0,66.5,80.0,53.0,54.5,2009,5,19
13.35,8.0,12.0,0.0,43.5,0.0,20.0,13.15,30.13,1.5,29.435,427.0,1909.0,73.0,84.5,61.0,57.0,2009,5,20
11.85,7.5,11.0,0.0,48.5,0.0,24.0,7.95,30.09,1.5,29.41,426.0,1910.0,72.5,84.5,60.0,59.0,2009,5,21
10.65,0.0,0.0,0.0,46.5,3.0,3.5,10.2,30.17,1.5,29.48,425.0,1911.0,62.0,69.5,54.5,53.5,2009,5,22
5.6,1.0,4.0,0.0,50.5,0.0,7.5,4.5,30.055,1.5,29.36,425.0,1912.0,66.0,79.5,52.5,57.5,2009,5,23
10.9,0.0,1.0,0.0,46.5,2.0,3.5,10.55,30.06,1.5,29.365,424.0,1913.0,63.0,70.5,55.5,53.5,2009,5,24
10.15,0.0,-1.0,0.0,44.5,4.5,6.0,9.5,30.01,1.5,29.305,423.0,1914.0,60.5,65.5,55.0,52.0,2009,5,25
7.3,0.5,2.0,0.0,52.5,0.5,5.5,6.6,29.815,1.5,29.105,422.0,1915.0,65.0,75.0,54.5,56.5,2009,5,26
7.75,1.0,2.0,0.0,59.0,0.5,24.0,5.2,29.675,1.5,28.985,422.0,1916.0,65.5,74.0,56.5,61.5,2009,5,27
8.2,0.0,-5.0,0.0,51.0,6.0,29.5,6.8,29.755,1.5,29.085,421.0,1916.0,59.0,63.0,54.5,54.0,2009,5,28
6.85,0.5,-2.0,0.0,49.0,1.5,31.5,2.35,29.875,1.5,29.2,421.0,1917.0,64.0,75.5,52.5,55.0,2009,5,29
6.7,0.5,1.0,0.0,46.0,0.0,28.0,2.35,29.805,1.5,29.12,420.0,1918.0,65.5,79.0,51.5,54.5,2009,5,30
5.45,0.0,-5.0,0.0,42.0,5.0,9.5,2.8,29.935,1.5,29.235,420.0,1919.0,60.0,72.5,47.0,51.0,2009,5,31
10.55,0.5,1.0,0.0,53.5,0.0,34.0,1.1,29.885,1.5,29.22,419.0,1920.0,65.5,79.0,51.5,57.5,2009,6,1
8.6,0.0,-10.0,0.0,46.5,10.0,3.0,7.85,30.08,1.5,29.39,419.0,1920.0,55.0,60.5,49.0,50.5,2009,6,2
11.05,0.0,-12.0,0.0,39.5,12.0,3.0,10.75,30.14,1.5,29.445,418.0,1921.0,53.0,61.0,45.0,47.0,2009,6,3
6.15,0.0,-9.0,0.0,37.5,8.5,4.5,4.95,30.05,1.5,29.335,418.0,1922.0,56.5,68.0,44.5,48.5,2009,6,4
6.95,0.0,-3.0,0.0,43.5,2.0,25.5,6.05,29.91,1.5,29.205,417.0,1923.0,63.0,79.5,45.5,54.0,2009,6,5
7.45,0.0,-9.0,0.0,46.5,6.0,4.0,5.45,29.925,1.5,29.23,417.0,1923.0,59.0,64.5,53.0,51.5,2009,6,6
7.3,0.0,-3.0,0.0,53.5,1.0,9.5,2.1,29.865,1.5,29.175,417.0,1924.0,64.0,73.5,54.0,58.0,2009,6,7
9.6,2.5,0.0,0.0,60.5,0.0,24.5,6.15,29.765,1.5,29.085,417.0,1925.0,67.5,81.0,53.5,64.0,2009,6,8
7.1,0.0,-5.0,0.0,53.0,3.5,7.0,5.2,29.94,1.5,29.26,416.0,1925.0,61.5,67.0,55.5,56.0,2009,6,9
8.95,0.0,-6.0,0.0,49.5,4.0,4.5,8.25,29.885,1.5,29.18,416.0,1926.0,61.0,67.0,54.5,54.0,2009,6,10
9.65,0.0,-8.0,0.0,52.0,7.0,2.0,9.5,29.825,1.5,29.14,416.0,1926.0,58.0,62.0,53.0,54.0,2009,6,11
6.25,0.0,-6.0,0.0,49.0,3.5,6.5,4.7,29.95,1.5,29.27,416.0,1927.0,61.5,73.0,49.5,55.0,2009,6,12
7.15,0.0,-7.0,0.0,51.5,4.0,4.5,6.55,29.995,1.5,29.31,416.0,1927.0,61.0,67.0,55.0,55.0,2009,6,13
5.25,0.0,-4.0,0.0,49.0,0.5,4.5,4.8,30.005,1.5,29.315,416.0,1928.0,64.5,76.5,52.5,57.0,2009,6,14
7.05,3.0,-1.0,0.0,49.0,0.0,9.0,6.45,30.0,1.5,29.31,416.0,1928.0,68.0,81.0,55.0,58.0,2009,6,15
11.25,1.5,-4.0,0.0,56.0,0.0,10.5,10.75,29.88,1.5,29.18,416.0,1929.0,66.5,71.0,61.5,60.5,2009,6,16
6.45,2.0,-3.0,0.0,59.5,0.0,35.0,2.8,29.875,1.5,29.185,416.0,1929.0,67.0,72.0,62.0,62.5,2009,6,17
6.85,6.5,1.0,0.0,63.5,0.0,16.5,5.2,29.79,1.5,29.115,416.0,1929.0,71.5,80.5,62.0,67.0,2009,6,18
11.05,11.5,6.0,0.0,67.5,0.0,18.0,6.75,29.69,1.5,29.0,416.0,1930.0,76.5,87.0,65.5,69.5,2009,6,19
8.6,13.5,8.0,0.0,65.0,0.0,28.5,8.3,29.75,1.5,29.105,416.0,1930.0,78.5,87.5,68.5,70.0,2009,6,20
3.7,13.0,7.0,0.0,63.5,0.0,8.0,3.05,29.81,1.5,29.145,416.0,1930.0,78.0,85.0,70.5,68.5,2009,6,21
6.4,14.5,9.0,0.0,67.0,0.0,11.5,4.65,29.78,1.5,29.12,417.0,1931.0,79.5,89.0,69.0,71.0,2009,6,22
4.0,18.5,13.0,0.0,68.5,0.0,13.5,2.3,29.86,1.5,29.19,417.0,1931.0,83.5,93.0,73.0,73.0,2009,6,23
5.05,19.0,14.0,0.0,68.0,0.0,22.5,2.0,29.86,1.5,29.185,417.0,1931.0,84.0,93.5,74.0,73.0,2009,6,24
4.75,20.0,14.0,0.0,68.5,0.0,29.0,2.1,29.785,1.5,29.115,417.0,1931.0,85.0,93.5,75.5,73.0,2009,6,25
8.1,13.5,7.0,0.0,60.5,0.0,4.0,6.4,29.84,1.5,29.2,418.0,1931.0,78.5,86.0,70.5,67.0,2009,6,26
6.9,12.5,5.0,0.0,60.5,0.0,21.5,5.55,29.81,1.5,29.14,418.0,1931.0,77.5,89.5,64.5,67.0,2009,6,27
14.1,10.5,4.0,0.0,53.0,0.0,29.0,13.65,29.72,1.5,29.04,419.0,1931.0,75.5,83.0,67.0,62.0,2009,6,28
13.4,6.0,-1.0,0.0,54.0,0.0,30.0,12.8,29.595,1.5,28.92,419.0,1931.0,71.0,77.5,64.0,61.0,2009,6,29
8.7,0.0,-9.0,0.0,53.0,1.0,30.0,8.5,29.645,1.5,28.975,419.0,1931.0,64.0,67.0,60.0,57.5,2009,6,30
8.05,0.0,-11.0,0.0,53.0,4.0,31.5,7.4,29.765,1.5,29.1,420.0,1931.0,61.0,65.0,57.0,56.5,2009,7,1
8.2,1.5,-6.0,0.0,54.5,0.0,31.0,7.05,29.945,1.5,29.285,420.0,1931.0,66.5,73.0,59.5,60.0,2009,7,2
6.15,6.0,-1.0,0.0,56.0,0.0,18.0,1.5,30.055,1.5,29.385,421.0,1931.0,71.0,79.0,62.5,62.0,2009,7,3
4.25,0.5,-8.0,0.0,58.0,0.5,13.5,2.6,29.985,1.5,29.285,422.0,1930.0,65.0,69.0,61.0,61.5,2009,7,4
2.5,5.5,-3.0,0.0,58.5,0.0,35.0,0.5,29.91,1.5,29.225,422.0,1930.0,70.5,81.5,59.0,63.5,2009,7,5
6.65,8.5,1.0,0.0,54.0,0.0,30.5,5.85,29.85,1.5,29.17,423.0,1930.0,73.5,85.5,61.5,62.5,2009,7,6
7.25,4.5,-4.0,0.0,54.5,0.0,7.0,5.9,29.885,1.5,29.21,423.0,1930.0,69.5,76.5,62.0,60.5,2009,7,7
7.2,0.0,-10.0,0.0,55.5,1.0,7.0,6.9,29.985,1.5,29.31,424.0,1929.0,64.0,66.5,61.5,59.0,2009,7,8
7.1,5.5,-4.0,0.0,57.5,0.0,10.5,6.15,30.06,1.5,29.38,425.0,1929.0,70.5,79.5,61.0,63.5,2009,7,9
4.75,9.5,0.0,0.0,64.5,0.0,21.0,4.0,30.05,1.5,29.375,425.0,1929.0,74.5,83.0,65.0,67.5,2009,7,10
7.3,10.5,1.0,0.0,59.5,0.0,30.0,5.35,30.03,1.5,29.365,426.0,1928.0,75.5,85.0,65.5,66.0,2009,7,11
5.45,5.5,-3.0,0.0,50.5,0.0,31.0,2.4,30.06,1.5,29.38,427.0,1928.0,70.5,82.0,59.0,60.0,2009,7,12
6.6,6.0,-3.0,0.0,47.0,0.0,7.0,5.3,30.06,1.5,29.385,428.0,1927.0,71.0,78.5,63.5,58.0,2009,7,13
7.6,4.5,-5.0,0.0,50.0,0.0,16.0,7.1,30.065,1.5,29.375,428.0,1927.0,69.5,80.5,57.5,59.5,2009,7,14
13.1,11.0,1.0,0.0,62.0,0.0,24.5,10.0,29.89,1.5,29.205,429.0,1926.0,76.0,85.5,66.0,67.0,2009,7,15
10.55,8.0,-2.0,0.0,56.5,0.0,28.0,9.75,29.885,1.5,29.2,430.0,1925.0,73.0,81.0,64.5,62.5,2009,7,16
10.6,0.0,-10.0,0.0,51.5,1.0,29.5,10.35,29.865,1.5,29.18,431.0,1925.0,64.0,70.0,57.5,56.5,2009,7,17
7.65,0.5,-9.0,0.0,52.0,0.0,31.5,7.35,30.005,1.5,29.335,432.0,1924.0,65.5,72.5,57.5,57.5,2009,7,18
4.3,1.0,-10.0,0.0,52.5,0.5,20.0,1.35,30.105,1.5,29.42,433.0,1923.0,65.5,72.0,58.5,58.5,2009,7,19
6.0,2.0,-8.0,0.0,55.5,0.0,9.5,5.65,30.085,1.5,29.39,433.0,1923.0,67.0,76.0,57.0,60.5,2009,7,20
6.05,6.0,-5.0,0.0,56.5,0.0,13.5,4.0,30.0,1.5,29.305,434.0,1922.0,71.0,81.0,61.0,62.5,2009,7,21
5.45,7.0,-3.0,0.0,60.0,0.0,7.0,3.15,29.94,1.5,29.255,435.0,1921.0,72.0,78.5,64.5,64.0,2009,7,22
5.5,6.5,-2.0,0.0,59.0,0.0,16.5,2.15,29.92,1.5,29.235,436.0,1920.0,71.5,80.5,62.5,63.5,2009,7,23
9.7,7.5,-2.0,0.0,59.5,0.0,23.0,8.8,29.825,1.5,29.11,437.0,1919.0,72.5,83.0,61.5,64.5,2009,7,24
11.3,9.0,0.0,0.0,58.5,0.0,27.5,10.7,29.72,1.5,29.05,438.0,1918.0,74.0,81.0,66.0,64.5,2009,7,25
9.0,8.0,-1.0,0.0,58.5,0.0,29.0,8.55,29.81,1.5,29.155,439.0,1918.0,73.0,82.0,63.5,64.5,2009,7,26
9.85,9.5,0.0,0.0,61.0,0.0,23.0,9.25,29.855,1.5,29.17,440.0,1917.0,74.5,84.0,65.0,66.5,2009,7,27
7.85,11.0,1.0,0.0,61.0,0.0,28.0,6.45,29.775,1.5,29.105,441.0,1916.0,76.0,85.0,67.0,66.5,2009,7,28
7.1,7.5,-2.0,0.0,51.5,0.0,19.0,4.0,29.83,1.5,29.16,442.0,1915.0,72.5,80.0,64.0,60.0,2009,7,29
5.9,6.0,-5.0,0.0,57.0,0.0,23.5,4.65,29.845,1.5,29.175,443.0,1914.0,71.0,79.5,62.0,62.5,2009,7,30
7.0,6.0,-4.0,0.0,54.5,0.0,26.5,6.05,29.93,1.5,29.26,444.0,1913.0,71.0,81.5,60.0,61.5,2009,7,31
10.95,3.5,-5.0,0.0,59.0,0.0,22.5,11.1,29.905,1.5,29.21,445.0,1911.0,68.5,75.0,62.0,62.5,2009,8,1
9.0,3.5,-5.0,0.0,51.5,0.0,25.5,6.5,29.925,1.5,29.23,446.0,1910.0,68.5,78.5,57.5,59.0,2009,8,2
11.85,11.5,3.0,0.0,60.5,0.0,21.0,11.6,29.815,1.5,29.135,447.0,1909.0,76.5,85.0,67.5,66.0,2009,8,3
6.0,12.0,3.0,0.0,62.0,0.0,3.5,2.15,29.86,1.5,29.19,448.0,1908.0,77.0,85.5,68.0,67.5,2009,8,4
4.9,6.5,-3.0,0.0,55.0,0.0,6.0,3.35,30.04,1.5,29.37,449.0,1907.0,71.5,79.0,63.5,62.0,2009,8,5
5.45,6.5,-2.0,0.0,51.0,0.0,7.5,2.4,30.085,1.5,29.415,450.0,1906.0,71.5,81.5,61.0,60.0,2009,8,6
7.5,5.0,-4.0,0.0,59.0,0.0,15.0,6.85,30.085,1.5,29.385,451.0,1904.0,70.0,74.0,65.5,63.0,2009,8,7
13.2,14.0,6.0,0.0,70.0,0.0,21.0,12.55,29.92,1.5,29.23,452.0,1903.0,79.0,89.0,68.5,73.0,2009,8,8
12.6,19.5,11.0,0.0,71.5,0.0,23.0,11.35,29.93,1.5,29.26,453.0,1902.0,84.5,91.5,77.0,74.5,2009,8,9
8.05,13.5,5.0,0.0,65.5,0.0,26.0,7.6,29.945,1.5,29.275,454.0,1900.0,78.5,85.5,70.5,69.5,2009,8,10
8.35,7.5,-1.0,0.0,61.5,0.0,2.0,6.2,29.99,1.5,29.33,455.0,1859.0,72.5,81.5,63.5,66.0,2009,8,11
6.45,7.5,-1.0,0.0,55.5,0.0,4.5,4.6,30.08,1.5,29.415,456.0,1858.0,72.5,82.5,61.5,62.5,2009,8,12
3.9,9.0,0.0,0.0,55.0,0.0,15.0,1.75,30.095,1.5,29.41,457.0,1856.0,74.0,86.0,61.5,63.0,2009,8,13
6.1,12.0,4.0,0.0,59.0,0.0,21.0,5.85,30.09,1.5,29.41,458.0,1855.0,77.0,88.0,65.0,66.0,2009,8,14
8.8,14.0,6.0,0.0,61.0,0.0,19.0,8.5,30.03,1.5,29.35,459.0,1854.0,79.0,89.0,68.5,67.5,2009,8,15
10.15,15.0,7.0,0.0,67.5,0.0,20.5,9.4,29.98,1.5,29.305,500.0,1852.0,80.0,89.0,70.5,70.5,2009,8,16
6.65,12.0,5.0,0.0,68.0,0.0,22.0,4.85,29.99,1.5,29.31,501.0,1851.0,77.0,83.0,70.5,70.5,2009,8,17
8.2,9.5,2.0,0.0,60.0,0.0,27.0,7.75,29.98,1.5,29.305,502.0,1849.0,74.5,83.5,65.5,65.5,2009,8,18
8.45,7.0,0.0,0.0,61.0,0.0,16.0,5.8,29.825,1.5,29.115,503.0,1848.0,72.0,82.0,61.5,65.5,2009,8,19
12.6,6.5,0.0,0.0,61.0,0.0,23.0,12.15,29.655,1.5,28.965,504.0,1846.0,71.5,78.5,64.0,65.0,2009,8,20
11.95,1.5,-5.0,0.0,58.0,0.0,27.0,8.9,29.75,1.5,29.1,505.0,1845.0,66.5,73.5,59.0,61.0,2009,8,21
9.9,0.0,-8.0,0.0,52.0,1.5,18.5,8.6,29.995,1.5,29.335,506.0,1843.0,63.5,68.5,57.5,56.5,2009,8,22
7.0,0.5,-6.0,0.0,54.0,0.0,3.5,3.1,30.085,1.5,29.41,508.0,1842.0,65.5,73.5,57.0,58.5,2009,8,23
5.4,2.5,-4.0,0.0,56.5,0.0,21.0,4.4,30.125,1.5,29.44,509.0,1840.0,67.5,79.0,55.5,61.5,2009,8,24
8.9,6.5,1.0,0.0,61.0,0.0,21.0,8.7,30.045,1.5,29.36,510.0,1839.0,71.5,82.5,60.0,65.0,2009,8,25
7.55,3.0,-2.0,0.0,63.0,0.0,2.0,4.55,30.075,1.5,29.39,511.0,1837.0,68.0,72.5,63.0,64.5,2009,8,26
10.35,0.0,-6.0,0.0,60.5,0.5,7.5,9.9,30.075,1.5,29.385,512.0,1835.0,64.5,67.0,61.5,62.0,2009,8,27
5.55,0.5,-6.0,0.0,61.0,0.5,2.0,3.0,29.925,1.5,29.21,513.0,1834.0,65.0,69.5,60.5,62.5,2009,8,28
11.45,0.0,-7.0,0.0,51.5,2.0,31.0,10.9,29.885,1.5,29.21,514.0,1832.0,63.0,69.0,56.0,56.5,2009,8,29
9.9,0.0,-11.0,0.0,47.0,6.0,1.0,8.8,30.135,1.5,29.47,515.0,1831.0,59.0,66.0,51.0,52.5,2009,8,30
6.4,0.0,-10.0,0.0,44.0,6.5,3.5,5.05,30.265,1.5,29.575,516.0,1829.0,58.5,67.5,49.0,52.0,2009,8,31
3.45,0.0,-8.0,0.0,48.0,4.5,5.0,3.25,30.305,1.5,29.6,517.0,1827.0,60.5,71.5,48.5,54.0,2009,9,1
4.5,0.0,-6.0,0.0,50.5,2.5,7.0,3.65,30.24,1.5,29.535,518.0,1826.0,62.5,72.5,51.5,56.0,2009,9,2
5.95,1.0,-2.0,0.0,54.5,0.0,5.5,4.95,30.15,1.5,29.45,519.0,1824.0,66.0,75.0,56.5,59.5,2009,9,3
4.25,1.0,-3.0,0.0,54.5,0.0,4.0,3.7,30.145,1.5,29.465,520.0,1822.0,66.0,75.0,56.0,59.5,2009,9,4
5.55,2.0,-1.0,0.0,57.0,0.0,5.0,4.75,30.2,1.5,29.515,521.0,1821.0,67.0,78.0,55.5,61.5,2009,9,5
5.95,5.5,2.0,0.0,59.0,0.0,6.5,5.25,30.18,1.5,29.495,522.0,1819.0,70.5,77.0,63.5,63.5,2009,9,6
5.45,4.0,1.0,0.0,59.0,0.0,3.5,6.05,30.09,1.5,29.415,523.0,1817.0,69.0,77.0,61.0,62.5,2009,9,7
7.65,4.5,3.0,0.0,61.0,0.0,3.5,6.75,30.06,1.5,29.385,524.0,1815.0,69.5,78.0,61.0,64.0,2009,9,8
7.05,7.5,6.0,0.0,63.0,0.0,6.5,6.45,30.13,1.5,29.445,525.0,1814.0,72.5,77.5,66.5,65.5,2009,9,9
7.05,8.0,7.0,0.0,62.0,0.0,6.5,6.3,30.185,1.5,29.51,526.0,1812.0,73.0,80.5,64.5,65.5,2009,9,10
6.15,6.0,6.0,0.0,59.0,0.0,7.5,5.75,30.16,1.5,29.465,527.0,1810.0,71.0,79.0,62.5,63.5,2009,9,11
4.65,4.5,4.0,0.0,60.5,0.0,4.5,3.45,30.13,1.5,29.44,528.0,1809.0,69.5,78.5,59.5,63.5,2009,9,12
3.6,3.5,4.0,0.0,54.5,0.0,7.0,2.0,30.115,1.5,29.42,529.0,1807.0,68.5,79.5,57.5,60.5,2009,9,13
2.4,6.5,7.0,0.0,55.5,0.0,23.0,0.6,30.06,1.5,29.37,530.0,1805.0,71.5,84.0,58.5,61.5,2009,9,14
7.25,8.0,9.0,0.0,58.5,0.0,2.0,6.0,30.06,1.5,29.385,531.0,1803.0,73.0,82.5,63.5,63.5,2009,9,15
12.4,1.0,1.0,0.0,54.0,0.0,5.5,11.75,30.19,1.5,29.515,532.0,1760.0,66.0,71.5,60.5,59.5,2009,9,16
4.8,0.0,-3.0,0.0,51.5,3.0,6.5,3.95,30.175,1.5,29.48,533.0,1758.0,62.0,71.5,52.0,56.5,2009,9,17
6.55,0.5,1.0,0.0,55.0,0.0,2.5,5.2,30.175,1.5,29.49,535.0,1756.0,65.5,79.0,51.0,59.0,2009,9,18
5.85,1.5,3.0,0.0,55.0,0.0,10.0,3.8,30.205,1.5,29.51,536.0,1755.0,66.5,75.5,56.5,59.5,2009,9,19
7.6,0.0,2.0,0.0,56.0,1.5,7.5,6.15,30.03,1.5,29.31,537.0,1753.0,63.5,72.0,54.0,60.0,2009,9,20
5.05,0.5,2.0,0.0,59.5,0.5,23.0,3.55,29.975,1.5,29.285,538.0,1751.0,65.0,68.0,61.5,61.5,2009,9,21
7.5,4.0,6.0,0.0,65.0,0.0,17.5,5.2,29.975,1.5,29.31,539.0,1749.0,69.0,76.5,61.0,67.0,2009,9,22
4.35,4.0,8.0,0.0,62.5,0.0,31.5,0.7,30.115,1.5,29.445,540.0,1748.0,69.0,76.0,62.0,64.0,2009,9,23
4.55,3.5,8.0,0.0,62.5,0.0,6.5,4.2,30.155,1.5,29.465,541.0,1746.0,68.5,72.0,64.0,64.5,2009,9,24
6.8,0.0,4.0,0.0,57.0,0.0,11.0,5.4,30.115,1.5,29.415,542.0,1744.0,65.0,70.0,60.0,60.0,2009,9,25
4.6,0.0,2.0,0.0,56.0,3.5,26.5,3.95,29.905,1.5,29.18,543.0,1742.0,61.5,67.5,55.5,59.0,2009,9,26
10.2,0.0,2.0,0.0,53.0,2.0,22.5,7.9,29.59,1.5,28.875,544.0,1741.0,63.0,74.0,51.5,57.5,2009,9,27
20.45,0.0,-3.0,0.0,42.0,8.5,28.5,20.05,29.61,1.5,28.945,545.0,1739.0,56.5,62.5,49.5,49.0,2009,9,28
10.25,0.0,-5.0,0.0,42.0,11.5,33.0,8.7,29.96,1.5,29.31,546.0,1737.0,53.5,59.0,48.0,48.0,2009,9,29
6.9,0.0,-4.0,0.0,41.0,10.0,3.0,5.25,30.105,1.5,29.415,547.0,1735.0,55.0,61.5,48.0,47.5,2009,9,30
9.1,0.0,-8.0,0.0,46.0,14.0,13.0,8.95,29.9,1.5,29.155,548.0,1734.0,51.0,59.0,42.5,49.0,2009,10,1
11.8,0.0,-6.0,0.0,46.0,13.0,21.5,10.25,29.555,1.5,28.835,549.0,1732.0,52.0,56.0,47.5,48.0,2009,10,2
8.6,0.0,-5.0,0.0,47.0,12.5,26.0,8.15,29.705,1.5,29.05,550.0,1730.0,52.5,57.5,47.0,49.0,2009,10,3
9.25,0.0,-4.0,0.0,42.5,12.0,27.5,8.95,29.985,1.5,29.31,552.0,1729.0,53.0,60.5,45.0,47.0,2009,10,4
4.95,0.0,-4.0,0.0,42.0,12.5,8.5,2.35,30.035,1.5,29.32,553.0,1727.0,52.5,61.5,42.5,47.0,2009,10,5
15.0,0.0,-1.0,0.0,46.5,9.5,24.0,9.15,29.655,1.5,28.935,554.0,1725.0,55.5,61.5,49.0,50.5,2009,10,6
10.45,0.0,-3.0,0.0,39.0,12.0,26.0,8.85,29.955,1.5,29.275,555.0,1724.0,53.0,60.0,45.0,46.0,2009,10,7
5.2,0.0,-7.0,0.0,46.0,15.0,20.5,4.05,29.925,1.5,29.215,556.0,1722.0,50.0,53.5,46.0,48.5,2009,10,8
10.1,0.0,-9.0,0.0,43.5,19.0,34.5,9.35,29.925,1.5,29.235,557.0,1720.0,46.0,52.0,39.5,45.5,2009,10,9
7.95,0.0,-15.0,0.0,30.0,24.5,28.5,7.6,30.21,1.5,29.52,558.0,1719.0,40.5,48.0,32.0,35.5,2009,10,10
4.9,0.0,-17.0,0.0,22.5,28.0,17.0,1.3,30.355,1.5,29.635,559.0,1717.0,37.0,44.5,29.0,32.5,2009,10,11
3.65,0.0,-9.0,0.0,35.0,19.5,21.5,0.6,30.19,1.5,29.47,600.0,1715.0,45.5,48.5,41.5,40.5,2009,10,12
10.65,0.0,-12.0,0.0,32.0,23.5,1.5,8.5,30.35,1.5,29.63,602.0,1714.0,41.5,47.5,35.0,38.5,2009,10,13
11.35,0.0,-8.0,0.0,36.0,20.0,9.5,10.85,30.17,1.5,29.435,603.0,1712.0,45.0,48.0,42.0,41.0,2009,10,14
9.55,0.0,-10.0,0.0,38.0,22.0,6.5,8.8,30.0,1.5,29.285,604.0,1711.0,43.0,44.0,41.0,40.0,2009,10,15
8.15,0.0,-10.0,0.0,36.0,22.5,35.0,7.65,30.13,1.5,29.435,605.0,1709.0,42.5,45.5,39.5,39.5,2009,10,16
7.95,0.0,-8.0,0.0,33.5,20.0,34.5,7.45,30.3,1.5,29.605,606.0,1707.0,45.0,52.0,37.5,39.5,2009,10,17
6.55,0.0,-9.0,0.0,33.0,22.5,21.0,5.95,30.255,1.5,29.52,607.0,1706.0,42.5,53.0,32.0,39.5,2009,10,18
11.15,0.0,4.0,0.0,40.5,10.0,21.0,11.05,30.005,1.5,29.285,608.0,1704.0,55.0,65.5,43.5,47.0,2009,10,19
6.35,0.0,5.0,0.0,47.5,8.5,19.0,5.2,30.03,1.5,29.345,610.0,1703.0,56.5,63.0,49.5,52.0,2009,10,20
11.35,0.0,12.0,0.0,51.0,2.5,21.0,11.25,29.99,1.5,29.285,611.0,1701.0,62.5,69.5,55.0,55.5,2009,10,21
